volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.53,0.3364722366212129,-2.659260036932778,2.6390573296152584,0.99593,3.25,0.64,2.302585092994046,1
0.33,0.4054651081081644,-2.8824035882469876,3.5553480614894135,0.99396,3.29,0.71,2.3978952727983707,1
0.24,0.47000362924573563,-2.6036901857779675,2.302585092994046,0.99698,3.12,0.59,2.2512917986064953,1
0.69,0.9162907318741551,-2.396895772465287,3.044522437723423,0.99572,3.38,0.6,2.424802725718295,1
0.69,0.9162907318741551,-2.396895772465287,3.044522437723423,0.99572,3.38,0.6,2.424802725718295,1
0.69,0.9162907318741551,-2.396895772465287,3.044522437723423,0.99572,3.38,0.6,2.424802725718295,1
0.39,0.7419373447293773,-2.7333680090865,3.1780538303479458,0.99252,3.3,0.53,2.5877640352277083,1
0.66,0.9162907318741551,-2.7181005369557116,2.70805020110221,0.99256,3.52,0.58,2.5572273113676265,0
0.54,0.9162907318741551,-2.577021938695806,2.833213344056216,0.99235,3.2,0.72,2.5726122302071057,1
0.5,0.5877866649021191,-2.7806208939370456,3.332204510175204,0.99352,3.44,0.55,2.509599262378372,1
0.47,0.3364722366212129,-2.900422093749666,3.4965075614664802,0.9922,3.45,0.48,2.509599262378372,1
0.4,0.6418538861723947,-2.513306124309698,3.367295829986474,0.99674,3.12,0.65,2.4159137783010487,1
0.58,0.7884573603642703,-2.3434070875143007,2.5649493574615367,0.99557,3.62,0.62,2.4423470353692043,0
0.24,0.5306282510621704,-2.900422093749666,3.295836866004329,0.99394,3.14,0.59,2.424802725718295,1
0.29,0.5306282510621704,-2.7646205525906042,2.3978952727983707,0.9915,3.39,0.54,2.6026896854443837,1
0.76,1.0647107369924282,-2.631089159966082,3.9512437185814275,0.99379,3.51,0.6,2.4423470353692043,1
0.43,0.9932517730102834,-2.353878387381596,4.48863636973214,0.9984,3.22,0.68,2.302585092994046,0
0.43,1.1939224684724346,-2.385966701933097,4.248495242049359,0.99798,3.21,0.69,2.3513752571634776,1
0.6,0.6418538861723947,-2.8473122684357177,2.302585092994046,0.9977,3.18,0.63,2.341805806147327,1
0.19,0.5306282510621704,-3.101092789211817,4.90527477843843,0.99341,3.32,0.44,2.2512917986064953,0
0.36,0.5877866649021191,-2.5902671654458267,3.6375861597263857,0.9933,3.38,0.88,2.6100697927420065,1
0.48,1.7047480922384253,-2.419118909249997,2.8903717578961645,0.99684,3.37,0.68,2.4159137783010487,1
0.28,0.5306282510621704,-2.796881414808826,2.70805020110221,0.99524,3.3,0.74,2.468099531471619,1
0.25,0.5306282510621704,-2.703062659591171,3.912023005428146,0.9946,3.38,0.6,2.4765384001174837,1
0.52,0.6931471805599453,-2.5257286443082556,2.5649493574615367,0.99774,3.22,0.76,2.4336133554004498,1
0.52,0.6931471805599453,-2.5257286443082556,2.5649493574615367,0.99774,3.22,0.76,2.4336133554004498,1
0.41,1.308332819650179,-2.2633643798407643,4.543294782270004,0.99786,3.14,0.58,2.2082744135228043,0
0.51,0.6931471805599453,-2.5383074265151158,4.454347296253507,0.99764,3.34,0.64,2.2512917986064953,1
0.4,0.5306282510621704,-2.5257286443082556,4.3694478524670215,0.9969,3.41,0.65,2.2512917986064953,1
0.38,0.9162907318741551,-2.5257286443082556,4.2626798770413155,0.99624,3.27,0.85,2.3978952727983707,1
0.45,0.8754687373538999,-3.146555163288575,2.4849066497880004,0.99354,3.3,0.65,2.4336133554004498,1
0.22,0.5877866649021191,-2.7333680090865,2.995732273553991,0.99672,3.61,0.82,2.302585092994046,1
0.32,0.8329091229351039,-2.7181005369557116,4.248495242049359,0.99588,3.43,0.62,2.312535423847214,0
0.2,0.9162907318741551,-2.577021938695806,3.9318256327243257,0.99672,3.53,0.81,2.341805806147327,1
0.5,0.5877866649021191,-1.725971728690052,3.044522437723423,0.996,3.28,0.87,2.2823823856765264,1
0.41,1.824549292051046,-2.645075401940822,2.6390573296152584,0.99702,3.21,0.49,2.468099531471619,1
0.39,0.6931471805599453,-2.4534079827286295,3.044522437723423,0.99526,3.39,0.66,2.451005098112319,1
0.35,0.6931471805599453,-2.796881414808826,2.3978952727983707,0.99585,3.23,0.52,2.4849066497880004,1
0.33,1.0296194171811581,-2.703062659591171,2.4849066497880004,0.99473,3.3,0.76,2.5494451709255714,1
0.58,0.9162907318741551,-3.123565645063876,4.248495242049359,0.99352,3.46,0.65,2.5257286443082556,1
0.6,0.7884573603642703,-2.137070654516472,3.6375861597263857,0.99616,3.15,0.53,2.2823823856765264,0
0.42,0.7419373447293773,-2.488914671185539,3.6375861597263857,0.99622,3.23,0.66,2.4069451083182885,1
0.58,0.7884573603642703,-2.3025850929940455,4.143134726391533,0.99544,3.59,0.68,2.4336133554004498,1
0.6,0.7884573603642703,-2.137070654516472,3.6375861597263857,0.99616,3.15,0.53,2.2823823856765264,0
0.18,0.5596157879354227,-2.645075401940822,4.477336814478207,0.99524,3.33,0.76,2.468099531471619,1
0.51,0.7419373447293773,-3.170085660698769,4.61512051684126,0.9924,3.46,0.87,2.5572273113676265,1
0.41,1.0296194171811581,-2.577021938695806,3.9889840465642745,0.99572,3.42,1.16,2.3608540011180215,1
0.41,0.7884573603642703,-2.2072749131897207,3.6109179126442243,0.99728,3.16,0.67,2.379546134130174,0
0.36,0.8329091229351039,-2.4418471603275536,2.995732273553991,0.99676,3.14,0.72,2.4069451083182885,1
0.45,0.3364722366212129,-2.577021938695806,3.044522437723423,0.99551,3.21,0.75,2.322387720290225,1
0.32,0.8329091229351039,-2.5902671654458267,2.9444389791664403,0.99434,3.14,0.71,2.468099531471619,1
0.785,0.5306282510621704,-2.551046452292545,3.044522437723423,0.99692,3.29,0.67,2.302585092994046,0
0.785,0.5306282510621704,-2.551046452292545,3.044522437723423,0.99692,3.29,0.67,2.302585092994046,0
0.54,0.6931471805599453,-2.198225077669803,4.0943445622221,0.99709,2.94,0.98,2.322387720290225,0
0.33,0.9162907318741551,-2.6036901857779675,3.871201010907891,0.99528,3.32,0.88,2.517696472610991,1
0.34,1.0296194171811581,-2.703062659591171,3.784189633918261,0.99384,3.21,0.56,2.4849066497880004,1
0.5,0.8329091229351039,-2.4534079827286295,2.6390573296152584,0.99502,3.32,0.62,2.4423470353692043,1
0.36,0.47000362924573563,-2.7806208939370456,2.4849066497880004,0.99667,3.2,0.67,2.3513752571634776,1
0.59,0.7884573603642703,-2.551046452292545,3.784189633918261,0.99522,3.42,0.68,2.379546134130174,1
0.42,0.7419373447293773,-2.6036901857779675,2.772588722239781,0.99649,3.27,0.74,2.509599262378372,1
0.36,0.5306282510621704,-2.5383074265151158,4.174387269895637,0.99716,3.46,0.62,2.2512917986064953,1
0.36,0.5306282510621704,-2.5383074265151158,4.174387269895637,0.99716,3.46,0.62,2.2512917986064953,1
0.61,0.7884573603642703,-2.353878387381596,4.07753744390572,0.99541,3.61,0.7,2.4423470353692043,1
0.88,1.7227665977411035,-2.5383074265151158,3.8501476017100584,0.99572,3.58,0.5,2.4159137783010487,0
0.66,0.8754687373538999,-2.9565115604007097,2.3978952727983707,0.99318,3.35,0.66,2.5416019934645457,1
0.915,0.7419373447293773,-3.1941832122778293,4.356708826689592,0.99346,3.68,0.73,2.4336133554004498,0
0.35,0.8754687373538999,-2.577021938695806,3.8501476017100584,0.99599,3.27,0.81,2.3978952727983707,1
0.35,0.8754687373538999,-2.577021938695806,3.8501476017100584,0.99599,3.27,0.81,2.3978952727983707,1
0.39,0.5007752879124892,-2.6882475738060303,2.3978952727983707,0.99478,3.19,0.46,2.4336133554004498,0
0.4,0.9162907318741551,-2.6882475738060303,3.9889840465642745,0.99754,3.38,0.86,2.3513752571634776,1
0.66,0.47000362924573563,-2.659260036932778,4.110873864173311,0.99572,3.29,0.6,2.2300144001592104,0
0.64,0.7419373447293773,-2.5257286443082556,4.77912349311153,0.99538,3.36,0.7,2.388762789235098,0
0.43,0.6931471805599453,-2.4651040224918206,3.6635616461296463,0.99346,3.33,0.46,2.4765384001174837,1
0.43,0.6931471805599453,-2.4651040224918206,3.6635616461296463,0.99346,3.33,0.46,2.4765384001174837,1
0.64,0.7419373447293773,-2.5257286443082556,4.77912349311153,0.99538,3.36,0.7,2.388762789235098,0
0.955,0.5877866649021191,-2.5902671654458267,2.9444389791664403,0.99616,3.3,0.44,2.2617630984737906,0
0.4,1.5260563034950492,-2.5257286443082556,2.995732273553991,0.99652,3.28,0.57,2.5257286443082556,1
0.885,0.8329091229351039,-1.7957674906255938,2.4849066497880004,0.99551,3.56,0.51,2.379546134130174,0
0.25,0.9162907318741551,-2.7646205525906042,3.713572066704308,0.99439,3.52,0.8,2.517696472610991,1
0.885,0.8329091229351039,-1.7957674906255938,2.4849066497880004,0.99551,3.56,0.51,2.379546134130174,0
0.745,0.5877866649021191,-2.1715568305876416,4.1588830833596715,0.99588,3.22,0.59,2.2512917986064953,1
0.43,0.5877866649021191,-2.551046452292545,4.02535169073515,0.99633,3.52,0.6,2.2512917986064953,1
0.58,0.8329091229351039,-2.577021938695806,4.543294782270004,0.99686,3.21,0.58,2.2512917986064953,1
0.57,0.4054651081081644,-2.6736487743848776,2.1972245773362196,0.99458,3.16,0.54,2.2823823856765264,1
0.26,0.6931471805599453,-2.9565115604007097,4.343805421853684,0.9951,3.15,0.79,2.388762789235098,1
0.58,0.8329091229351039,-2.577021938695806,4.543294782270004,0.99686,3.21,0.58,2.2512917986064953,1
0.57,0.4054651081081644,-2.6736487743848776,2.1972245773362196,0.99458,3.16,0.54,2.2823823856765264,1
0.34,0.6418538861723947,-2.7333680090865,2.302585092994046,0.99419,3.27,0.54,2.4159137783010487,1
0.42,0.5877866649021191,-2.6882475738060303,2.4849066497880004,0.99516,3.35,0.69,2.4595888418037104,1
0.74,1.7578579175523736,-2.198225077669803,4.330733340286331,0.99878,3.14,0.55,2.2407096892759584,0
0.36,0.7419373447293773,-2.6036901857779675,3.784189633918261,0.99534,3.4,0.85,2.3978952727983707,1
0.36,0.7419373447293773,-2.6036901857779675,3.784189633918261,0.99534,3.4,0.85,2.3978952727983707,1
0.36,0.7419373447293773,-2.6036901857779675,3.784189633918261,0.99534,3.4,0.85,2.3978952727983707,1
0.72,0.5306282510621704,-1.995100393246085,3.9512437185814275,0.99752,3.35,0.94,2.302585092994046,0
0.36,0.7419373447293773,-2.6036901857779675,3.784189633918261,0.99534,3.4,0.85,2.3978952727983707,1
0.39,0.6931471805599453,-2.645075401940822,3.1780538303479458,0.99428,3.45,0.87,2.4159137783010487,1
0.65,0.7419373447293773,-2.551046452292545,2.70805020110221,0.99498,3.35,0.62,2.341805806147327,1
0.44,0.7419373447293773,-2.577021938695806,3.970291913552122,0.9957,3.32,0.62,2.2300144001592104,0
0.65,0.7419373447293773,-2.551046452292545,2.70805020110221,0.99498,3.35,0.62,2.341805806147327,1
0.38,0.6418538861723947,-2.645075401940822,2.5649493574615367,0.99659,3.15,0.75,2.3513752571634776,1
0.33,0.6418538861723947,-2.513306124309698,2.1972245773362196,0.99628,3.1,0.48,2.341805806147327,1
0.27,0.7419373447293773,-2.353878387381596,3.367295829986474,0.99488,3.26,0.56,2.424802725718295,1
0.57,0.6931471805599453,-2.5383074265151158,4.3694478524670215,0.99677,3.29,0.69,2.2512917986064953,1
0.34,0.6418538861723947,-2.864704011147587,4.30406509320417,0.99408,3.23,0.81,2.4849066497880004,1
0.4,0.6418538861723947,-2.5010360317178852,3.1780538303479458,0.996,3.24,0.69,2.3608540011180215,1
0.39,0.26236426446749106,-3.123565645063876,3.912023005428146,0.99478,3.2,0.83,2.388762789235098,1
0.32,0.5877866649021191,-2.0249533563957662,3.784189633918261,0.99734,3.28,0.77,2.4423470353692043,1
0.32,0.5877866649021191,-2.0249533563957662,3.784189633918261,0.99734,3.28,0.77,2.4423470353692043,1
0.53,0.7884573603642703,-2.551046452292545,4.48863636973214,0.99678,3.26,0.46,2.2617630984737906,1
0.36,0.7884573603642703,-2.6036901857779675,3.1354942159291497,0.99638,3.23,0.76,2.4849066497880004,1
0.39,0.9162907318741551,-2.5257286443082556,2.995732273553991,0.9992,3.07,0.82,2.33214389523559,1
0.46,0.9555114450274363,-2.396895772465287,4.343805421853684,0.99922,3.15,0.51,2.2407096892759584,0
0.58,1.410986973710262,-2.5257286443082556,3.828641396489095,0.99592,3.02,0.47,2.2192034840549946,0
0.58,0.6931471805599453,-2.2633643798407643,3.044522437723423,0.99769,3.27,0.72,2.2617630984737906,0
0.42,0.5877866649021191,-3.123565645063876,4.477336814478207,0.99157,3.68,0.73,2.6100697927420065,1
0.43,0.7419373447293773,-2.5902671654458267,4.189654742026425,0.99718,3.4,0.64,2.2512917986064953,0
0.18,0.9932517730102834,-2.7181005369557116,4.060443010546419,0.9947,3.37,0.78,2.468099531471619,1
0.815,0.9555114450274363,-2.6036901857779675,4.499809670330265,0.99621,3.38,0.62,2.379546134130174,0
0.43,0.7419373447293773,-2.5902671654458267,4.189654742026425,0.99718,3.4,0.64,2.2512917986064953,0
0.23,0.7884573603642703,-2.864704011147587,3.58351893845611,0.99614,3.23,0.49,2.2300144001592104,0
0.75,0.7884573603642703,-2.8302178350764176,2.8903717578961645,0.99242,3.39,0.4,2.5494451709255714,1
0.55,0.5306282510621704,-2.659260036932778,2.833213344056216,0.99659,3.26,0.64,2.2407096892759584,1
0.75,0.7884573603642703,-2.8302178350764176,2.8903717578961645,0.99242,3.39,0.4,2.5494451709255714,1
0.73,0.9162907318741551,-2.513306124309698,3.1780538303479458,0.99798,3.38,0.46,2.2617630984737906,0
0.67,1.4586150226995167,-2.864704011147587,2.995732273553991,0.99488,3.45,0.56,2.468099531471619,0
0.61,0.5306282510621704,-2.577021938695806,4.0943445622221,0.99494,3.1,0.4,2.2300144001592104,0
0.37,0.9162907318741551,-2.5383074265151158,4.174387269895637,0.99729,3.16,0.59,2.2823823856765264,0
0.4,0.6931471805599453,-2.8473122684357177,3.6888794541139363,0.99414,3.22,0.6,2.501435951739211,1
0.56,0.8754687373538999,-2.5010360317178852,4.454347296253507,0.9983,3.37,0.62,2.2512917986064953,0
0.55,0.5877866649021191,-2.5010360317178852,3.5263605246161616,0.99655,3.49,0.68,2.3513752571634776,0
0.74,0.5306282510621704,-2.4534079827286295,3.871201010907891,0.99502,3.12,0.48,2.302585092994046,0
0.55,0.5877866649021191,-2.5010360317178852,3.5263605246161616,0.99655,3.49,0.68,2.3513752571634776,0
0.41,0.7884573603642703,-2.513306124309698,3.58351893845611,0.9949,3.41,0.75,2.4069451083182885,1
0.6,0.8329091229351039,-2.5383074265151158,3.6109179126442243,0.99514,3.4,0.61,2.388762789235098,1
0.6,0.8329091229351039,-2.5383074265151158,3.6109179126442243,0.99514,3.4,0.61,2.388762789235098,1
0.58,0.7884573603642703,-2.563949857128453,4.0943445622221,0.9963,3.28,0.59,2.2823823856765264,0
0.72,0.5877866649021191,-2.0955709236097197,2.6390573296152584,0.99627,3.45,0.58,2.2823823856765264,0
0.66,0.3364722366212129,-2.3434070875143007,2.5649493574615367,0.99569,3.43,0.58,2.2512917986064953,0
0.7,0.6418538861723947,-2.5383074265151158,3.5553480614894135,0.99628,3.4,0.69,2.388762789235098,0
0.64,0.8754687373538999,-2.6736487743848776,3.828641396489095,0.99358,3.47,0.45,2.3978952727983707,0
0.59,0.5877866649021191,-2.5010360317178852,4.0943445622221,0.99499,3.1,0.42,2.2192034840549946,0
0.58,1.5686159179138452,-2.4651040224918206,4.23410650459726,0.99633,3.32,0.7,2.3978952727983707,1
0.64,0.9932517730102834,-2.0955709236097197,3.4965075614664802,0.99538,3.44,0.63,2.424802725718295,1
0.64,0.9932517730102834,-2.0955709236097197,3.4965075614664802,0.99538,3.44,0.63,2.424802725718295,1
1.02,0.6931471805599453,-2.488914671185539,3.1780538303479458,0.99437,3.59,0.55,2.4159137783010487,0
0.45,0.9162907318741551,-2.513306124309698,4.189654742026425,0.99726,3.15,0.58,2.2823823856765264,0
0.78,0.7884573603642703,-2.419118909249997,3.258096538021482,0.9978,3.37,0.46,2.2617630984737906,0
0.37,0.5877866649021191,-2.7181005369557116,3.9318256327243257,0.99456,3.38,0.72,2.468099531471619,1
0.57,0.8329091229351039,-2.513306124309698,3.58351893845611,0.99564,3.38,0.6,2.33214389523559,1
0.57,0.8329091229351039,-2.513306124309698,3.58351893845611,0.99564,3.38,0.6,2.33214389523559,1
0.43,0.8329091229351039,-2.6882475738060303,2.9444389791664403,0.996,3.1,0.87,2.4336133554004498,1
0.41,0.6931471805599453,-2.5383074265151158,3.9318256327243257,0.99668,3.47,0.55,2.2512917986064953,1
0.44,0.47000362924573563,-3.0159349808715104,4.1588830833596715,0.9935,3.38,0.57,2.4595888418037104,1
0.46,0.6418538861723947,-2.563949857128453,3.784189633918261,0.99385,3.5,0.53,2.4159137783010487,0
0.58,0.6931471805599453,-2.617295837833746,3.784189633918261,0.99494,3.1,0.43,2.2300144001592104,0
0.58,0.7419373447293773,-2.282782465697866,3.58351893845611,0.9944,3.24,0.53,2.4159137783010487,1
0.715,0.8329091229351039,-2.5902671654458267,4.394449154672439,0.99688,3.24,0.54,2.2512917986064953,1
0.4,1.840549633397487,-2.995732273553991,2.302585092994046,0.99566,3.28,0.56,2.4849066497880004,0
0.69,0.6418538861723947,-2.1715568305876416,2.302585092994046,0.99636,3.35,0.6,2.272125885509337,1
0.715,0.8329091229351039,-2.5902671654458267,4.394449154672439,0.99688,3.24,0.54,2.2512917986064953,1
0.3,0.5306282510621704,-2.7806208939370456,2.1972245773362196,0.9948,3.14,0.57,2.4423470353692043,1
0.46,0.6418538861723947,-2.563949857128453,3.9889840465642745,0.9956,3.37,0.64,2.341805806147327,1
0.46,0.6418538861723947,-2.563949857128453,3.9889840465642745,0.9956,3.37,0.64,2.341805806147327,1
0.765,0.6931471805599453,-2.4769384801388235,3.091042453358316,0.99619,3.33,0.68,2.388762789235098,1
0.63,0.9932517730102834,-2.3434070875143007,4.23410650459726,0.99734,3.26,0.63,2.322387720290225,1
0.42,0.8329091229351039,-2.645075401940822,3.58351893845611,0.99476,3.39,0.56,2.388762789235098,0
0.37,0.5877866649021191,-2.4079456086518722,3.8501476017100584,0.99734,3.15,0.57,2.3513752571634776,0
0.16,0.9162907318741551,-2.6882475738060303,3.4339872044851463,0.99328,3.35,0.54,2.517696472610991,1
0.6,0.9555114450274363,-2.8824035882469876,1.9459101490553132,0.99286,3.22,0.37,2.5649493574615367,0
0.74,0.6418538861723947,-2.3025850929940455,2.4849066497880004,0.99521,3.36,0.59,2.3978952727983707,0
0.635,0.7419373447293773,-2.617295837833746,4.0943445622221,0.99638,3.29,0.75,2.388762789235098,1
0.395,0.8754687373538999,-2.8824035882469876,3.332204510175204,0.99362,3.62,0.67,2.517696472610991,1
0.755,0.6418538861723947,-2.4769384801388235,2.4849066497880004,0.99672,3.34,0.49,2.272125885509337,0
0.635,0.7419373447293773,-2.617295837833746,4.0943445622221,0.99638,3.29,0.75,2.388762789235098,1
0.63,1.4586150226995167,-2.375155785828881,4.350277936359301,0.99558,3.2,0.45,2.2512917986064953,0
0.63,1.4586150226995167,-2.375155785828881,4.350277936359301,0.99558,3.2,0.45,2.2512917986064953,0
0.53,0.7419373447293773,-2.7488721956224653,3.367295829986474,0.99323,3.35,0.61,2.4932054526026954,1
0.6,0.3364722366212129,-2.7646205525906042,2.8903717578961645,0.99191,3.45,0.56,2.501435951739211,1
0.86,0.6931471805599453,-2.3025850929940455,4.04305126783455,0.99598,3.6,0.74,2.4595888418037104,1
0.37,0.7419373447293773,-2.7488721956224653,2.70805020110221,0.99576,3.3,0.8,2.4159137783010487,1
0.28,0.5877866649021191,-2.513306124309698,4.219507705176107,0.99501,3.36,0.66,2.4159137783010487,0
0.79,0.8329091229351039,-2.4418471603275536,4.219507705176107,0.9955,3.12,0.44,2.2192034840549946,0
0.61,0.6418538861723947,-2.617295837833746,4.477336814478207,0.99612,3.3,0.53,2.2823823856765264,0
0.69,0.9162907318741551,-2.430418464503931,4.51085950651685,0.9979,3.29,0.62,2.312535423847214,0
0.68,1.3609765531356006,-2.6882475738060303,3.367295829986474,0.99524,3.41,0.52,2.4069451083182885,0
0.69,0.9162907318741551,-2.430418464503931,4.51085950651685,0.9979,3.29,0.62,2.312535423847214,0
0.62,0.3364722366212129,-2.645075401940822,4.143134726391533,0.996,3.28,0.61,2.2192034840549946,0
0.61,0.6418538861723947,-2.617295837833746,4.477336814478207,0.99612,3.3,0.53,2.2823823856765264,0
0.51,1.0986122886681098,-2.7488721956224653,3.295836866004329,0.9929,3.33,0.59,2.5494451709255714,1
0.36,0.8329091229351039,-2.4534079827286295,4.174387269895637,0.99558,3.4,0.54,2.312535423847214,1
0.36,0.8754687373538999,-2.4534079827286295,4.23410650459726,0.99556,3.4,0.53,2.312535423847214,1
0.63,0.6931471805599453,-2.488914671185539,4.51085950651685,0.99616,3.26,0.58,2.2823823856765264,1
0.44,0.7884573603642703,-2.396895772465287,3.713572066704308,0.99638,3.18,0.69,2.4765384001174837,1
0.63,0.6931471805599453,-2.488914671185539,4.51085950651685,0.99616,3.26,0.58,2.2823823856765264,1
0.66,0.9555114450274363,-2.364460496712133,4.477336814478207,0.99796,3.26,0.66,2.312535423847214,0
0.34,0.5877866649021191,-2.8473122684357177,2.8903717578961645,0.99392,3.18,0.55,2.4336133554004498,0
0.36,0.5877866649021191,-2.8134107167600364,4.007333185232471,0.99495,3.18,0.82,2.3978952727983707,1
0.46,0.5306282510621704,-2.563949857128453,3.5263605246161616,0.9948,3.39,0.6,2.3608540011180215,1
0.46,0.5306282510621704,-2.563949857128453,3.5263605246161616,0.9948,3.39,0.6,2.3608540011180215,1
0.46,0.5306282510621704,-2.563949857128453,3.5263605246161616,0.9948,3.39,0.6,2.3608540011180215,1
0.46,0.5306282510621704,-2.563949857128453,3.5263605246161616,0.9948,3.39,0.6,2.3608540011180215,1
0.52,0.5877866649021191,-2.617295837833746,3.6375861597263857,0.9955,3.34,0.52,2.2300144001592104,0
0.6,0.7419373447293773,-2.488914671185539,4.51085950651685,0.99616,3.29,0.56,2.2823823856765264,1
0.6,0.7419373447293773,-2.488914671185539,4.51085950651685,0.99616,3.29,0.56,2.2823823856765264,1
0.87,1.33500106673234,-2.234926444520231,4.204692619390966,0.99668,3.26,0.46,2.2192034840549946,0
0.39,0.5306282510621704,-2.5902671654458267,3.2188758248682006,0.99581,3.09,0.43,2.272125885509337,1
0.775,0.7884573603642703,-2.5383074265151158,3.871201010907891,0.9976,3.18,0.51,2.2617630984737906,0
0.835,0.6931471805599453,-1.7957674906255938,2.3978952727983707,0.99608,3.39,0.52,2.302585092994046,0
0.58,0.8754687373538999,-2.6736487743848776,3.6888794541139363,0.99387,3.38,0.66,2.533696813957432,1
0.5,0.3364722366212129,-2.864704011147587,3.258096538021482,0.99448,3.36,0.45,2.2512917986064953,0
0.5,0.3364722366212129,-2.864704011147587,3.258096538021482,0.99448,3.36,0.45,2.2512917986064953,0
0.5,0.3364722366212129,-2.864704011147587,3.258096538021482,0.99448,3.36,0.45,2.2512917986064953,0
0.51,0.5306282510621704,-2.4769384801388235,3.4339872044851463,0.99538,3.36,0.54,2.3513752571634776,1
0.51,0.5306282510621704,-2.4769384801388235,3.4339872044851463,0.99538,3.36,0.54,2.3513752571634776,1
0.51,0.5306282510621704,-2.4769384801388235,3.4339872044851463,0.99538,3.36,0.54,2.3513752571634776,1
0.54,0.5306282510621704,-2.4651040224918206,3.4339872044851463,0.99589,3.37,0.51,2.341805806147327,1
0.51,0.5306282510621704,-2.4769384801388235,3.4339872044851463,0.99538,3.36,0.54,2.3513752571634776,1
0.42,0.9555114450274363,-2.563949857128453,2.995732273553991,0.99852,3.09,0.53,2.3978952727983707,0
0.44,0.8329091229351039,-2.7646205525906042,3.332204510175204,0.99613,3.25,0.53,2.322387720290225,1
0.59,0.7419373447293773,-2.8824035882469876,2.5649493574615367,0.99472,3.52,0.56,2.4336133554004498,0
0.655,0.5877866649021191,-2.551046452292545,2.4849066497880004,0.99587,3.34,0.39,2.2512917986064953,0
0.655,0.5877866649021191,-2.551046452292545,2.4849066497880004,0.99587,3.34,0.39,2.2512917986064953,0
0.57,1.0296194171811581,-2.513306124309698,3.713572066704308,0.99518,3.41,0.52,2.379546134130174,0
0.6,0.6931471805599453,-2.6736487743848776,4.290459441148391,0.99654,3.34,0.57,2.302585092994046,0
0.62,0.8329091229351039,-2.7333680090865,3.828641396489095,0.99332,3.32,0.51,2.468099531471619,1
0.645,0.6418538861723947,-2.4534079827286295,4.04305126783455,0.9969,3.37,0.46,2.33214389523559,0
0.645,0.6418538861723947,-2.4534079827286295,4.04305126783455,0.9969,3.37,0.46,2.33214389523559,0
0.58,0.8329091229351039,-2.563949857128453,3.332204510175204,0.99568,3.35,0.52,2.302585092994046,0
0.32,0.5877866649021191,-2.4534079827286295,3.4657359027997265,0.99464,3.36,0.44,2.312535423847214,0
0.34,0.5877866649021191,-2.4769384801388235,3.332204510175204,0.99464,3.36,0.44,2.312535423847214,0
0.43,0.9162907318741551,-2.551046452292545,4.204692619390966,0.99648,3.6,0.59,2.4069451083182885,1
0.64,1.6863989535702288,-1.783791299578878,4.584967478670572,0.99736,3.28,0.5,2.2512917986064953,0
0.475,0.3364722366212129,-2.396895772465287,3.332204510175204,0.99704,3.07,0.65,2.305912883086717,1
0.54,0.8329091229351039,-2.1892564076870427,3.6375861597263857,0.99699,3.24,0.56,2.388762789235098,0
0.85,0.9162907318741551,-2.375155785828881,3.9889840465642745,0.99724,3.36,0.54,2.312535423847214,0
0.475,0.3364722366212129,-2.396895772465287,3.332204510175204,0.99704,3.07,0.65,2.305912883086717,1
0.83,0.6931471805599453,-2.5257286443082556,4.143134726391533,0.99652,3.29,0.48,2.2823823856765264,0
0.605,0.6418538861723947,-2.3434070875143007,3.4339872044851463,0.995,3.46,0.53,2.468099531471619,1
0.5,0.7884573603642703,-2.162823150618887,3.7376696182833684,0.9971,3.18,0.62,2.2512917986064953,0
0.74,0.5306282510621704,-2.364460496712133,3.8066624897703196,0.99576,3.24,0.5,2.2823823856765264,0
0.77,0.7419373447293773,-2.5383074265151158,4.30406509320417,0.99656,3.27,0.5,2.2823823856765264,1
0.61,0.47000362924573563,-2.6736487743848776,2.0794415416798357,0.99396,3.33,0.37,2.341805806147327,0
0.58,1.1314021114911006,-1.8773173575897015,2.6390573296152584,0.99476,3.21,1.03,2.451005098112319,1
0.75,1.33500106673234,-2.2072749131897207,4.48863636973214,0.99664,3.24,0.45,2.2300144001592104,0
0.56,0.6931471805599453,-2.488914671185539,4.605170185988092,0.99586,3.26,0.52,2.2925347571405443,0
0.885,0.3364722366212129,-2.4534079827286295,3.4339872044851463,0.9946,3.11,0.46,2.302585092994046,0
0.49,0.8329091229351039,-2.4079456086518722,4.30406509320417,0.9953,3.71,0.62,2.501435951739211,1
0.45,0.6931471805599453,-2.551046452292545,3.332204510175204,0.99609,3.29,0.51,2.2925347571405443,1
0.57,0.9555114450274363,-2.563949857128453,3.5553480614894135,0.99557,3.36,0.62,2.379546134130174,1
0.57,0.9555114450274363,-2.563949857128453,3.5553480614894135,0.99557,3.36,0.62,2.379546134130174,1
0.83,0.5877866649021191,-2.6036901857779675,3.2188758248682006,0.99534,3.38,0.45,2.2617630984737906,0
0.6,0.7419373447293773,-2.5257286443082556,4.653960350157523,0.99613,3.3,0.49,2.2925347571405443,0
0.6,0.7419373447293773,-2.5257286443082556,4.653960350157523,0.99613,3.3,0.49,2.2925347571405443,0
0.755,0.5877866649021191,-2.234926444520231,4.430816798843313,0.99593,3.19,0.5,2.2512917986064953,0
0.81,1.2237754316221157,-2.577021938695806,4.442651256490317,0.99668,3.19,0.42,2.2192034840549946,0
