id,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,like,d_like,met,decision,decision_o,match,field_encoded
47,1,1,female,21,30,9,large age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,LAW,35,15,25,10,5,10,very important,not important,very important,not important,not important,not important,2,3,4,4,5,3,low,low,low,low,low,low,20,5,25,25,10,15,important,not important,very important,very important,not important,not important,6,3,6,10,8,average,low,average,high,average,6,6,8,5,5,6,average,average,average,low,low,average,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,average,low,average,average,average,average,average,average,average,average,average,average,average,low,average,average,low,0,[-1-0],6,average,0,1,0,0,48
48,1,1,female,21,27,6,medium age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,LAW,33,11,11,11,11,22,very important,not important,not important,not important,not important,very important,5,5,6,5,5,5,low,low,average,low,low,low,20,5,25,25,10,15,important,not important,very important,very important,not important,not important,6,3,6,10,8,average,low,average,high,average,5,5,7,6,7,5,low,low,average,average,average,low,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,average,low,average,average,average,average,average,average,average,average,average,average,average,low,average,average,low,0,[0-0.33],6,average,0,1,0,0,48
49,1,1,female,21,28,7,large age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,LAW,50,0,25,10,0,15,very important,not important,very important,not important,not important,not important,5,9,9,9,9,6,low,high,high,high,high,average,20,5,25,25,10,15,important,not important,very important,very important,not important,not important,6,3,6,10,8,average,low,average,high,average,7,5,7,8,7,9,average,low,average,average,average,high,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,average,low,average,average,average,average,average,average,average,average,average,average,average,low,average,average,low,0,[-1-0],9,high,0,1,1,1,48
50,1,1,female,21,24,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,8,1,very important,not important,LAW,100,0,0,0,0,0,very important,not important,not important,not important,not important,not important,3,10,7,7,10,5,low,high,average,average,high,low,20,5,25,25,10,15,important,not important,very important,very important,not important,not important,6,3,6,10,8,average,low,average,high,average,9,6,7,9,6,5,high,average,average,high,average,low,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,average,low,average,average,average,average,average,average,average,average,average,average,average,low,average,average,low,0,[-1-0],10,high,0,1,0,0,48
51,0,1,female,23,27,4,medium age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,LAW,35,20,20,20,0,5,very important,important,important,important,not important,not important,7,9,8,9,8,4,average,high,average,high,average,low,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,6,9,7,6,7,6,average,high,average,average,average,average,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,0,[0-0.33],6,average,0,1,0,0,48
52,0,1,female,23,22,1,no age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,LAW,60,0,0,40,0,0,very important,not important,not important,very important,not important,not important,6,8,10,6,7,6,average,average,high,average,average,average,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,6,9,9,6,8,2,average,high,high,average,average,low,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,0,[0.33-1],7,average,0,1,0,0,48
53,0,1,female,23,22,1,no age difference,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,1,1,not important,not important,LAW,19,18,19,18,14,12,important,important,important,important,not important,not important,10,10,10,10,10,10,high,high,high,high,high,high,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,4,7,9,4,3,2,low,average,high,low,low,low,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,-1,[-1-0],6,average,1,0,1,0,48
54,0,1,female,23,23,0,no age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,LAW,30,5,15,40,5,5,very important,not important,not important,very important,not important,not important,6,8,8,7,9,8,average,average,average,average,high,average,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,8,6,7,8,2,8,average,average,average,average,low,average,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,0,[0-0.33],9,high,0,1,1,1,48
55,0,1,female,23,24,1,no age difference,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,1,1,not important,not important,LAW,30,10,20,10,10,20,very important,not important,important,not important,not important,important,9,7,9,7,9,6,high,average,high,average,high,average,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,5,4,8,8,4,2,low,low,average,average,low,low,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,0,[0.33-1],4,low,1,0,1,0,48
56,0,1,female,23,25,2,small age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,LAW,50,0,30,10,0,10,very important,not important,very important,not important,not important,not important,6,6,8,8,8,7,average,average,average,average,average,average,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,3,7,6,1,1,1,low,average,average,low,low,low,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,0,[0-0.33],2,low,0,0,1,0,48
57,0,1,female,23,30,7,large age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,LAW,35,15,25,10,5,10,very important,not important,very important,not important,not important,not important,5,6,8,4,5,4,low,average,average,low,low,low,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,8,8,8,8,3,4,average,average,average,average,low,low,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,0,[0.33-1],8,average,0,1,0,0,48
58,0,1,female,23,27,4,medium age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,LAW,33,11,11,11,11,22,very important,not important,not important,not important,not important,very important,6,7,8,7,8,5,average,average,average,average,average,low,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,4,8,9,2,8,3,low,average,high,low,average,low,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,0,[0-0.33],5,low,0,0,0,0,48
59,0,1,female,23,28,5,medium age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,LAW,50,0,25,10,0,15,very important,not important,very important,not important,not important,not important,6,7,7,6,6,6,average,average,average,average,average,average,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,7,6,8,8,6,9,average,average,average,average,average,high,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,0,[0.33-1],9,high,0,1,1,1,48
60,0,1,female,23,24,1,no age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,1,1,not important,not important,LAW,100,0,0,0,0,0,very important,not important,not important,not important,not important,not important,7,10,10,6,10,7,average,high,high,average,high,average,10,25,20,25,5,15,not important,very important,important,very important,not important,not important,5,7,8,9,5,low,average,average,high,low,8,9,9,9,10,7,average,high,high,high,high,average,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,high,average,high,average,average,average,high,low,average,high,low,low,average,average,low,low,low,0,[0.33-1],9,high,0,1,0,0,48
61,0,1,female,22,27,5,medium age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,2,4,important,important,LAW,35,20,20,20,0,5,very important,important,important,important,not important,not important,7,8,8,8,7,7,average,average,average,average,average,average,15,15,25,20,15,10,not important,not important,very important,important,not important,not important,6,6,5,7,7,average,average,low,average,average,4,8,8,5,7,4,low,average,average,low,average,low,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,low,low,low,high,high,high,low,low,average,average,average,high,high,high,high,high,high,0,[0-0.33],7,average,0,0,0,0,48
62,0,1,female,22,22,0,no age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,2,4,important,important,LAW,60,0,0,40,0,0,very important,not important,not important,very important,not important,not important,7,9,10,6,6,5,average,high,high,average,average,low,15,15,25,20,15,10,not important,not important,very important,important,not important,not important,6,6,5,7,7,average,average,low,average,average,6,6,8,4,9,4,average,average,average,low,high,low,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,low,low,low,high,high,high,low,low,average,average,average,high,high,high,high,high,high,0,[0-0.33],7,average,1,0,1,0,48
63,0,1,female,22,22,0,no age difference,Asian/Pacific Islander/Asian-American,Asian/Pacific Islander/Asian-American,1,2,4,important,important,LAW,19,18,19,18,14,12,important,important,important,important,not important,not important,10,10,10,10,10,10,high,high,high,high,high,high,15,15,25,20,15,10,not important,not important,very important,important,not important,not important,6,6,5,7,7,average,average,low,average,average,3,6,8,7,8,8,low,average,average,average,average,average,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,low,low,low,high,high,high,low,low,average,average,average,high,high,high,high,high,high,1,[0.33-1],7,average,1,0,1,0,48
64,0,1,female,22,23,1,no age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,2,4,important,important,LAW,30,5,15,40,5,5,very important,not important,not important,very important,not important,not important,8,8,9,8,9,9,average,average,high,average,high,high,15,15,25,20,15,10,not important,not important,very important,important,not important,not important,6,6,5,7,7,average,average,low,average,average,7,8,8,7,7,6,average,average,average,average,average,average,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,low,low,low,high,high,high,low,low,average,average,average,high,high,high,high,high,high,0,[-1-0],8,average,1,1,1,1,48
65,0,1,female,22,24,2,small age difference,Asian/Pacific Islander/Asian-American,Latino/Hispanic American,0,2,4,important,important,LAW,30,10,20,10,10,20,very important,not important,important,not important,not important,important,8,7,9,6,9,5,average,average,high,average,high,low,15,15,25,20,15,10,not important,not important,very important,important,not important,not important,6,6,5,7,7,average,average,low,average,average,4,7,7,4,8,5,low,average,average,low,average,low,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,low,low,low,high,high,high,low,low,average,average,average,high,high,high,high,high,high,0,[-1-0],5,low,1,0,1,0,48
66,0,1,female,22,25,3,small age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,2,4,important,important,LAW,50,0,30,10,0,10,very important,not important,very important,not important,not important,not important,8,8,8,6,6,6,average,average,average,average,average,average,15,15,25,20,15,10,not important,not important,very important,important,not important,not important,6,6,5,7,7,average,average,low,average,average,4,8,7,4,5,4,low,average,average,low,low,low,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,low,low,low,high,high,high,low,low,average,average,average,high,high,high,high,high,high,1,[0.33-1],5,low,0,0,1,0,48
67,0,1,female,22,30,8,large age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,2,4,important,important,LAW,35,15,25,10,5,10,very important,not important,very important,not important,not important,not important,7,6,5,4,4,3,average,average,low,low,low,low,15,15,25,20,15,10,not important,not important,very important,important,not important,not important,6,6,5,7,7,average,average,low,average,average,7,7,8,7,7,7,average,average,average,average,average,average,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,low,low,low,high,high,high,low,low,average,average,average,high,high,high,high,high,high,0,[0-0.33],8,average,0,1,0,0,48
68,0,1,female,22,27,5,medium age difference,Asian/Pacific Islander/Asian-American,European/Caucasian-American,0,2,4,important,important,LAW,33,11,11,11,11,22,very important,not important,not important,not important,not important,very important,8,7,6,7,7,5,average,average,average,average,average,low,15,15,25,20,15,10,not important,not important,very important,important,not important,not important,6,6,5,7,7,average,average,low,average,average,5,7,8,5,9,5,low,average,average,low,high,low,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,low,low,low,high,high,high,low,low,average,average,average,high,high,high,high,high,high,0,[0-0.33],5,low,0,0,1,0,48
