,id,has_null,wave,age,age_o,d_age,race_o,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,like,met,decision,decision_o,match,gender_female,gender_male,race_Asian/Pacific Islander/Asian-American,race_Black/African American,race_European/Caucasian-American,race_Latino/Hispanic American,race_Other,field_ACTING,field_AMERICAN STUDIES,field_ANTHROPOLOGY,field_APPLIED PHYSIOLOGY & NUTRITION,field_ARCHITECTURE,field_ART,field_BIOLOGY,field_BUSINESS/ECONOMICS/FINANCE,field_CHEMISTRY,field_CLASSICS,field_COMMUNICATIONS,field_COMPARATIVE LITERATURE,field_COMPUTER SCIENCE,field_CONSULTING,field_CURRICULUM AND TEACHING/GIFTEDNESS,field_EART,field_ECOLOGY,field_EDUCATION,field_ELECTRICAL ENGG.,field_ELECTRICAL ENGINEERING,field_ENGINEERING,field_ENVIRONMENTAL SCIENCE,field_EPIDEMIOLOGY,field_FILM,field_FINANACE,field_FINANCIAL ENGINEERING,field_FUNDRAISING MANAGEMENT,field_GENETICS,field_GENETICS & DEVELOPMENT,field_GS POSTBACC PREMED,field_GSAS,field_HISTORY,field_HUMAN RIGHTS,field_HUMAN RIGHTS: MIDDLE EAST,field_INDUSTRIAL ENGINEERING,field_INSTRUCTIONAL MEDIA AND TECHNOLOGY,field_INSTRUCTIONAL TECH & MEDIA,field_INTELLECTUAL PROPERTY LAW,field_INTERNATIONAL AFFAIRS,field_INTERNATIONAL DEVELOPMENT,field_INTERNATIONAL POLITICS,field_INTERNATIONAL RELATIONS,field_INTERNATIONAL SECURITY POLICY - INTERNATIONAL AFFAIRS,field_INTRERNATIONAL AFFAIRS,field_JOURNALISM,field_LANGUAGES,field_LAW,field_MA IN QUANTITATIVE METHODS,field_MARINE GEOPHYSICS,field_MARKETING,field_MASTER IN PUBLIC ADMINISTRATION,field_MASTERS IN PUBLIC ADMINISTRATION,field_MATHEMATICS,field_MECHANICAL ENGINEERING,field_MEDICAL INFORMATICS,field_MEDICINE,field_MFA  POETRY,field_MFA -FILM,field_MFA ACTING PROGRAM,field_MONEY,field_NEUROSCIENCE,field_NUTRITION,field_NUTRITION/GENETICS,field_NUTRITIRON,field_OPERATIONS RESEARCH,field_PHILOSOPHY,field_PHYSICS,field_POLITICAL SCIENCE,field_PSYCHOLOGY,field_PUBLIC ADMINISTRATION,field_PUBLIC HEALTH,field_PUBLIC POLICY,field_QMSS,field_RELIGION,field_SOCIOLOGY/SOCIAL STUDIES,field_SPEECH PATHOLOGY,field_TC [HEALTH ED],field_TESOL,field_THEATER,field_UNDERGRAD - GS,field_URBAN PLANNING,field_WORKING,field_WRITING
35,37,0,1,23,30,7,European/Caucasian-American,1,1,1,35,15,25,10,5,7,6,3,5,6,20,20,20,20,10,7,8,9,7,8,7,10,10,7,10,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,5,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,38,0,1,23,27,4,European/Caucasian-American,1,1,1,33,11,11,11,11,6,7,8,6,6,20,20,20,20,10,7,8,9,7,8,5,9,9,5,9,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,39,0,1,23,28,5,European/Caucasian-American,1,1,1,50,0,25,10,0,7,7,7,10,9,20,20,20,20,10,7,8,9,7,8,9,8,10,10,7,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,8,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,40,0,1,23,24,1,European/Caucasian-American,1,1,1,100,0,0,0,0,7,8,8,7,8,20,20,20,20,10,7,8,9,7,8,8,9,10,10,8,1,1,6,7,6,7,7,5,7,7,7,9,7,8,7,1,8,0,10,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,41,1,1,21,27,6,European/Caucasian-American,1,8,1,35,20,20,20,0,6,8,8,8,7,20,5,25,25,10,6,3,6,10,8,5,8,8,2,2,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,42,1,1,21,22,1,European/Caucasian-American,1,8,1,60,0,0,40,0,6,7,10,7,6,20,5,25,25,10,6,3,6,10,8,8,6,6,5,5,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,6,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,43,1,1,21,22,1,Asian/Pacific Islander/Asian-American,0,8,1,19,18,19,18,14,10,10,10,10,10,20,5,25,25,10,6,3,6,10,8,4,6,8,8,6,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,6,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,44,1,1,21,23,2,European/Caucasian-American,1,8,1,30,5,15,40,5,6,8,6,8,10,20,5,25,25,10,6,3,6,10,8,8,5,5,7,7,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,8,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,45,1,1,21,24,3,Latino/Hispanic American,0,8,1,30,10,20,10,10,5,9,9,7,9,20,5,25,25,10,6,3,6,10,8,6,7,7,5,4,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,7,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44,46,1,1,21,25,4,European/Caucasian-American,1,8,1,50,0,30,10,0,5,8,7,7,7,20,5,25,25,10,6,3,6,10,8,5,6,7,5,7,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,7,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,47,1,1,21,30,9,European/Caucasian-American,1,8,1,35,15,25,10,5,2,3,4,4,5,20,5,25,25,10,6,3,6,10,8,6,6,8,5,5,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,48,1,1,21,27,6,European/Caucasian-American,1,8,1,33,11,11,11,11,5,5,6,5,5,20,5,25,25,10,6,3,6,10,8,5,5,7,6,7,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,49,1,1,21,28,7,European/Caucasian-American,1,8,1,50,0,25,10,0,5,9,9,9,9,20,5,25,25,10,6,3,6,10,8,7,5,7,8,7,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,9,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48,50,1,1,21,24,3,European/Caucasian-American,1,8,1,100,0,0,0,0,3,10,7,7,10,20,5,25,25,10,6,3,6,10,8,9,6,7,9,6,7,4,7,7,6,8,6,6,8,6,8,6,6,3,7,8,3,0,10,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,51,0,1,23,27,4,European/Caucasian-American,0,1,1,35,20,20,20,0,7,9,8,9,8,10,25,20,25,5,5,7,8,9,5,6,9,7,6,7,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,6,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,52,0,1,23,22,1,European/Caucasian-American,0,1,1,60,0,0,40,0,6,8,10,6,7,10,25,20,25,5,5,7,8,9,5,6,9,9,6,8,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,53,0,1,23,22,1,Asian/Pacific Islander/Asian-American,1,1,1,19,18,19,18,14,10,10,10,10,10,10,25,20,25,5,5,7,8,9,5,4,7,9,4,3,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,-1,6,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52,54,0,1,23,23,0,European/Caucasian-American,0,1,1,30,5,15,40,5,6,8,8,7,9,10,25,20,25,5,5,7,8,9,5,8,6,7,8,2,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,9,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,55,0,1,23,24,1,Latino/Hispanic American,0,1,1,30,10,20,10,10,9,7,9,7,9,10,25,20,25,5,5,7,8,9,5,5,4,8,8,4,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,4,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,56,0,1,23,25,2,European/Caucasian-American,0,1,1,50,0,30,10,0,6,6,8,8,8,10,25,20,25,5,5,7,8,9,5,3,7,6,1,1,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,57,0,1,23,30,7,European/Caucasian-American,0,1,1,35,15,25,10,5,5,6,8,4,5,10,25,20,25,5,5,7,8,9,5,8,8,8,8,3,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,58,0,1,23,27,4,European/Caucasian-American,0,1,1,33,11,11,11,11,6,7,8,7,8,10,25,20,25,5,5,7,8,9,5,4,8,9,2,8,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,5,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,59,0,1,23,28,5,European/Caucasian-American,0,1,1,50,0,25,10,0,6,7,7,6,6,10,25,20,25,5,5,7,8,9,5,7,6,8,8,6,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,9,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,60,0,1,23,24,1,European/Caucasian-American,0,1,1,100,0,0,0,0,7,10,10,6,10,10,25,20,25,5,5,7,8,9,5,8,9,9,9,10,10,8,9,7,8,7,9,2,6,9,2,5,6,6,4,1,1,0,9,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,61,0,1,22,27,5,European/Caucasian-American,0,2,4,35,20,20,20,0,7,8,8,8,7,15,15,25,20,15,6,6,5,7,7,4,8,8,5,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,62,0,1,22,22,0,European/Caucasian-American,0,2,4,60,0,0,40,0,7,9,10,6,6,15,15,25,20,15,6,6,5,7,7,6,6,8,4,9,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,7,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,63,0,1,22,22,0,Asian/Pacific Islander/Asian-American,1,2,4,19,18,19,18,14,10,10,10,10,10,15,15,25,20,15,6,6,5,7,7,3,6,8,7,8,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1,7,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,64,0,1,22,23,1,European/Caucasian-American,0,2,4,30,5,15,40,5,8,8,9,8,9,15,15,25,20,15,6,6,5,7,7,7,8,8,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,8,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,65,0,1,22,24,2,Latino/Hispanic American,0,2,4,30,10,20,10,10,8,7,9,6,9,15,15,25,20,15,6,6,5,7,7,4,7,7,4,8,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,5,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,66,0,1,22,25,3,European/Caucasian-American,0,2,4,50,0,30,10,0,8,8,8,6,6,15,15,25,20,15,6,6,5,7,7,4,8,7,4,5,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,1,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,67,0,1,22,30,8,European/Caucasian-American,0,2,4,35,15,25,10,5,7,6,5,4,4,15,15,25,20,15,6,6,5,7,7,7,7,8,7,7,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,8,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,68,0,1,22,27,5,European/Caucasian-American,0,2,4,33,11,11,11,11,8,7,6,7,7,15,15,25,20,15,6,6,5,7,7,5,7,8,5,9,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,5,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,69,0,1,22,28,6,European/Caucasian-American,0,2,4,50,0,25,10,0,9,7,9,9,9,15,15,25,20,15,6,6,5,7,7,6,6,8,8,8,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,6,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,70,0,1,22,24,2,European/Caucasian-American,0,2,4,100,0,0,0,0,7,6,8,6,8,15,15,25,20,15,6,6,5,7,7,8,6,7,7,8,5,3,4,10,10,10,2,3,8,8,8,10,10,10,10,10,10,0,7,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,71,1,1,25,27,2,European/Caucasian-American,1,1,1,35,20,20,20,0,8,7,6,6,6,9,18,27,18,18,7,4,8,8,8,5,8,7,4,7,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0,4,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,72,1,1,25,22,3,European/Caucasian-American,1,1,1,60,0,0,40,0,8,8,10,7,6,9,18,27,18,18,7,4,8,8,8,8,7,7,9,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0,8,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,73,1,1,25,22,3,Asian/Pacific Islander/Asian-American,0,1,1,19,18,19,18,14,10,10,10,10,10,9,18,27,18,18,7,4,8,8,8,5,8,8,6,7,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0,5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,74,1,1,25,23,2,European/Caucasian-American,1,1,1,30,5,15,40,5,8,8,8,8,8,9,18,27,18,18,7,4,8,8,8,8,6,5,6,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0,5,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,76,1,1,25,25,0,European/Caucasian-American,1,1,1,50,0,30,10,0,8,7,7,7,8,9,18,27,18,18,7,4,8,8,8,6,8,8,5,6,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0,6,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,77,1,1,25,30,5,European/Caucasian-American,1,1,1,35,15,25,10,5,6,4,7,5,6,9,18,27,18,18,7,4,8,8,8,6,7,8,5,7,2,2,1,10,9,9,3,2,10,8,10,9,9,6,6,8,6,0,6,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
